date,product_id,product_name,category,brand,unit_price,supplier_id,current_stock,reorder_level,units_sold,discount_percentage,is_holiday,is_weekend,month,day_of_week,needs_restock,restock_quantity
2025-05-17,109,Safety Gloves,Fasteners,Dulux,3408.19,7,216,75,5,0,0,1,5,5,No,0
2025-12-21,108,Garden Hose,Paint,Nippon,3411.65,16,234,32,6,0,0,1,12,6,No,0
2025-05-11,107,Cement Bag,Safety Equipment,Hilti,995.76,2,280,49,8,15,0,1,5,6,No,0
2025-07-10,109,Safety Gloves,Tools,Ingco,1417.94,15,292,61,10,5,0,0,7,3,No,8
2025-09-29,106,LED Bulb,Gardening,Bosch,613.56,16,40,54,10,10,0,0,9,0,Yes,260
2025-04-23,110,Nails Pack,Electrical,Hilti,2342.73,18,235,60,7,15,0,0,4,2,No,0
2025-07-28,106,LED Bulb,Safety Equipment,Ingco,356.54,15,99,50,13,0,0,0,7,0,No,291
2025-02-27,101,Hammer,Safety Equipment,Ingco,3626.3,13,99,64,9,15,0,0,2,3,No,171
2025-04-29,105,PVC Pipe,Gardening,Bosch,3794.71,13,2,47,16,5,0,0,4,1,Yes,478
2025-08-31,102,Screwdriver Set,Building Materials,Makita,4875.5,15,20,79,10,5,0,1,8,6,Yes,280
2025-06-13,101,Hammer,Gardening,Nippon,310.73,2,52,29,13,15,0,0,6,4,No,338
2025-08-15,102,Screwdriver Set,Gardening,Ingco,172.0,4,137,54,9,5,0,0,8,4,No,133
2025-03-07,103,Electric Drill,Fasteners,Makita,2515.04,17,181,71,9,0,0,0,3,4,No,89
2025-11-28,104,Paint Bucket 5L,Building Materials,Ingco,148.63,11,118,47,10,15,0,0,11,4,No,182
2025-04-28,101,Hammer,Tools,Dulux,1409.54,10,282,73,7,0,0,0,4,0,No,0
2025-03-09,108,Garden Hose,Tools,Bosch,183.04,18,223,72,6,15,0,1,3,6,No,0
2025-02-05,108,Garden Hose,Gardening,Ingco,1774.84,13,125,31,12,0,0,0,2,2,No,235
2025-06-19,104,Paint Bucket 5L,Fasteners,3M,106.63,6,134,55,8,0,0,0,6,3,No,106
2025-04-08,104,Paint Bucket 5L,Fasteners,Makita,4250.6,17,131,59,10,10,0,0,4,1,No,169
2025-12-16,102,Screwdriver Set,Paint,Nippon,421.9,10,204,34,7,10,0,0,12,1,No,6
2025-05-28,105,PVC Pipe,Building Materials,3M,392.61,17,103,28,12,15,0,0,5,2,No,257
2025-01-01,102,Screwdriver Set,Paint,Bosch,1271.88,5,142,51,10,15,0,0,1,2,No,158
2025-03-01,109,Safety Gloves,Safety Equipment,Bosch,470.46,5,198,61,9,15,0,1,3,5,No,72
2025-02-06,105,PVC Pipe,Gardening,Dulux,4490.77,11,266,32,14,10,0,0,2,3,No,154
2025-08-05,105,PVC Pipe,Safety Equipment,Nippon,4074.51,14,48,66,11,0,0,0,8,1,Yes,282
2025-07-10,107,Cement Bag,Paint,Nippon,4595.68,13,46,50,8,15,0,0,7,3,Yes,194
2025-03-07,106,LED Bulb,Electrical,Ingco,3567.83,4,4,39,4,0,0,0,3,4,Yes,116
2025-01-28,103,Electric Drill,Paint,Bosch,3191.52,12,225,34,9,5,0,0,1,1,No,45
2025-11-23,103,Electric Drill,Gardening,Stanley,1835.91,11,222,49,13,0,0,1,11,6,No,168
2025-12-18,110,Nails Pack,Paint,3M,2848.28,17,234,63,14,5,0,0,12,3,No,186
2025-05-25,101,Hammer,Building Materials,Dulux,4233.88,12,69,60,14,0,1,1,5,6,No,351
2025-02-18,107,Cement Bag,Fasteners,Hilti,1064.94,3,88,37,11,5,0,0,2,1,No,242
2025-10-11,105,PVC Pipe,Building Materials,Bosch,3008.45,7,244,35,16,15,0,1,10,5,No,236
2025-05-04,103,Electric Drill,Plumbing,Nippon,4888.81,1,7,49,13,15,0,1,5,6,Yes,383
2025-08-25,104,Paint Bucket 5L,Tools,Makita,3619.82,8,38,36,7,5,0,0,8,0,No,172
2025-02-28,105,PVC Pipe,Safety Equipment,Nippon,897.23,18,85,63,11,15,0,0,2,4,No,245
2025-11-21,105,PVC Pipe,Building Materials,Ingco,159.31,4,170,40,16,10,0,0,11,4,No,310
2025-06-07,104,Paint Bucket 5L,Electrical,Bosch,1188.17,7,90,41,8,5,0,1,6,5,No,150
2025-02-10,110,Nails Pack,Electrical,Nippon,2200.64,14,264,73,12,10,0,0,2,0,No,96
2025-04-09,107,Cement Bag,Plumbing,Stanley,2049.4,5,116,49,9,0,0,0,4,2,No,154
2025-07-11,106,LED Bulb,Plumbing,Dulux,4600.29,12,205,36,17,10,0,0,7,4,No,305
2025-09-03,105,PVC Pipe,Safety Equipment,Bosch,3958.99,5,90,37,7,5,0,0,9,2,No,120
2025-07-13,101,Hammer,Tools,Ingco,3317.49,18,115,42,7,0,0,1,7,6,No,95
2025-05-18,104,Paint Bucket 5L,Tools,3M,2579.19,18,192,36,7,15,0,1,5,6,No,18
2025-03-13,107,Cement Bag,Gardening,Ingco,826.07,19,67,24,12,5,0,0,3,3,No,293
2025-05-04,104,Paint Bucket 5L,Gardening,Ingco,3623.88,1,75,45,11,5,0,1,5,6,No,255
2025-07-10,105,PVC Pipe,Safety Equipment,Stanley,4214.33,5,153,59,6,10,1,0,7,3,No,27
2025-05-10,102,Screwdriver Set,Paint,Bosch,2064.61,14,108,48,15,0,0,1,5,5,No,342
2025-04-21,102,Screwdriver Set,Plumbing,Stanley,1351.01,7,45,47,8,10,0,0,4,0,Yes,195
2025-12-26,103,Electric Drill,Building Materials,Dulux,3216.61,9,194,66,9,0,0,0,12,4,No,76
2025-09-06,102,Screwdriver Set,Electrical,Makita,4073.31,2,23,43,14,5,0,1,9,5,Yes,397
2025-01-17,108,Garden Hose,Electrical,Bosch,3307.79,14,278,64,10,0,1,0,1,4,No,22
2025-05-19,110,Nails Pack,Gardening,Stanley,284.1,10,248,79,6,0,0,0,5,0,No,0
2025-10-13,104,Paint Bucket 5L,Building Materials,Ingco,2660.3,10,211,22,7,5,0,0,10,0,No,0
2025-04-27,102,Screwdriver Set,Paint,Hilti,4425.4,7,37,70,3,0,0,1,4,6,Yes,53
2025-06-20,110,Nails Pack,Paint,Bosch,3348.93,9,189,56,9,15,0,0,6,4,No,81
2025-10-21,109,Safety Gloves,Building Materials,Makita,3591.84,8,46,73,13,0,0,0,10,1,Yes,344
2025-05-14,110,Nails Pack,Building Materials,Hilti,2088.18,4,148,27,7,15,0,0,5,2,No,62
2025-07-24,110,Nails Pack,Building Materials,Makita,3338.97,2,254,28,12,5,0,0,7,3,No,106
2025-08-19,103,Electric Drill,Tools,Hilti,1417.35,18,272,23,11,5,0,0,8,1,No,58
2025-01-10,109,Safety Gloves,Fasteners,Hilti,4751.12,20,101,68,11,5,0,0,1,4,No,229
2025-11-17,103,Electric Drill,Safety Equipment,Bosch,2617.89,15,87,21,10,5,0,0,11,0,No,213
2025-12-18,104,Paint Bucket 5L,Plumbing,Makita,3516.33,3,0,66,12,15,0,0,12,3,Yes,360
2025-12-23,104,Paint Bucket 5L,Building Materials,Makita,3503.52,4,72,32,8,10,0,0,12,1,No,168
2025-02-10,106,LED Bulb,Fasteners,Makita,1145.63,7,62,68,12,0,0,0,2,0,Yes,298
2025-07-08,105,PVC Pipe,Plumbing,Makita,3662.58,6,270,55,10,5,0,0,7,1,No,30
2025-11-08,105,PVC Pipe,Tools,Ingco,3952.41,9,42,71,12,15,1,1,11,5,Yes,318
2025-01-27,101,Hammer,Gardening,Nippon,709.48,8,161,74,13,0,0,0,1,0,No,229
2025-12-10,102,Screwdriver Set,Fasteners,Dulux,1251.37,9,42,29,10,10,0,0,12,2,No,258
2025-12-08,107,Cement Bag,Paint,Dulux,4063.07,10,1,75,12,15,0,0,12,0,Yes,359
2025-05-29,102,Screwdriver Set,Plumbing,Makita,4100.41,11,205,75,10,15,0,0,5,3,No,95
2025-02-16,103,Electric Drill,Paint,Dulux,4682.96,10,123,52,11,5,0,1,2,6,No,207
2025-02-21,104,Paint Bucket 5L,Paint,3M,2789.41,17,282,31,8,5,0,0,2,4,No,0
2025-06-06,103,Electric Drill,Fasteners,Bosch,3144.33,15,68,73,8,0,0,0,6,4,Yes,172
2025-05-01,109,Safety Gloves,Fasteners,Makita,1310.94,14,18,41,9,0,0,0,5,3,Yes,252
2025-07-03,106,LED Bulb,Paint,Bosch,1729.04,12,13,42,12,0,0,0,7,3,Yes,347
2025-06-11,109,Safety Gloves,Paint,3M,2149.84,4,28,43,12,15,0,0,6,2,Yes,332
2025-09-02,108,Garden Hose,Gardening,Bosch,1453.96,6,16,21,4,0,0,0,9,1,Yes,104
2025-07-23,109,Safety Gloves,Building Materials,Stanley,4856.32,9,81,45,5,15,0,0,7,2,No,69
2025-01-06,103,Electric Drill,Building Materials,Stanley,2952.7,11,70,78,7,10,0,0,1,0,Yes,140
2025-05-16,108,Garden Hose,Electrical,3M,3066.87,13,1,79,10,10,0,0,5,4,Yes,299
2025-08-28,101,Hammer,Fasteners,Ingco,2793.07,9,294,46,12,0,0,0,8,3,No,66
2025-05-30,107,Cement Bag,Gardening,Dulux,470.36,7,147,63,17,15,0,0,5,4,No,363
2025-10-22,104,Paint Bucket 5L,Safety Equipment,Hilti,2344.31,10,289,41,5,0,0,0,10,2,No,0
2025-09-21,108,Garden Hose,Electrical,Dulux,4828.58,1,47,25,7,5,0,1,9,6,No,163
2025-03-30,102,Screwdriver Set,Electrical,3M,1633.25,14,64,38,8,10,0,1,3,6,No,176
2025-11-18,106,LED Bulb,Tools,Nippon,618.94,9,97,49,7,10,0,0,11,1,No,113
2025-07-16,105,PVC Pipe,Building Materials,Hilti,3432.55,16,67,26,9,10,0,0,7,2,No,203
2025-02-03,106,LED Bulb,Paint,Nippon,1340.2,16,105,51,9,15,0,0,2,0,No,165
2025-02-09,105,PVC Pipe,Electrical,Bosch,3395.06,16,282,73,21,0,0,1,2,6,No,348
2025-10-27,105,PVC Pipe,Building Materials,Dulux,1702.52,6,270,23,15,10,0,0,10,0,No,180
2025-05-12,107,Cement Bag,Electrical,Nippon,2228.58,13,247,47,12,15,0,0,5,0,No,113
2025-05-09,104,Paint Bucket 5L,Safety Equipment,Ingco,3105.13,14,211,64,11,15,0,0,5,4,No,119
2025-02-23,106,LED Bulb,Gardening,Ingco,547.82,17,46,52,7,10,0,1,2,6,Yes,164
2025-09-29,108,Garden Hose,Tools,Stanley,1150.59,11,295,30,8,10,0,0,9,0,No,0
2025-10-01,106,LED Bulb,Electrical,Hilti,2348.81,4,15,37,12,0,0,0,10,2,Yes,345
2025-03-14,104,Paint Bucket 5L,Electrical,Ingco,1923.78,19,76,75,9,10,0,0,3,4,No,194
2025-02-24,109,Safety Gloves,Paint,Bosch,1081.38,2,90,65,11,5,0,0,2,0,No,240
2025-10-28,104,Paint Bucket 5L,Fasteners,Stanley,1528.33,6,106,44,13,15,0,0,10,1,No,284
2025-04-03,102,Screwdriver Set,Building Materials,Bosch,1734.67,20,186,40,14,10,0,0,4,3,No,234
2025-04-26,104,Paint Bucket 5L,Tools,Makita,2115.56,13,229,77,14,15,0,1,4,5,No,191
2025-07-09,107,Cement Bag,Gardening,Hilti,2547.22,6,91,37,10,15,0,0,7,2,No,209
2025-05-01,105,PVC Pipe,Electrical,Stanley,4141.24,12,184,32,8,15,0,0,5,3,No,56
2025-04-11,108,Garden Hose,Tools,Nippon,1575.13,7,87,23,10,10,0,0,4,4,No,213
2025-10-29,105,PVC Pipe,Safety Equipment,Hilti,1129.14,6,241,76,8,0,0,0,10,2,No,0
2025-03-05,104,Paint Bucket 5L,Building Materials,Bosch,1375.16,10,132,68,6,5,0,0,3,2,No,48
2025-11-17,101,Hammer,Paint,Nippon,1009.67,10,290,23,13,5,0,0,11,0,No,100
2025-12-29,110,Nails Pack,Safety Equipment,Hilti,1517.02,11,233,42,8,15,0,0,12,0,No,7
2025-08-21,103,Electric Drill,Building Materials,Dulux,1348.92,7,152,64,12,5,0,0,8,3,No,208
2025-10-11,101,Hammer,Gardening,Stanley,1608.2,9,294,35,8,15,0,1,10,5,No,0
2025-05-13,107,Cement Bag,Paint,Makita,4393.97,16,108,54,5,5,0,0,5,1,No,42
2025-01-28,103,Electric Drill,Gardening,Ingco,1809.56,1,86,36,10,0,0,0,1,1,No,214
2025-10-17,106,LED Bulb,Tools,Makita,1789.43,18,213,28,10,10,0,0,10,4,No,87
2025-06-12,110,Nails Pack,Plumbing,Nippon,885.79,4,45,71,12,10,0,0,6,3,Yes,315
2025-10-07,106,LED Bulb,Safety Equipment,Dulux,1225.03,14,103,40,5,10,0,0,10,1,No,47
2025-05-10,102,Screwdriver Set,Fasteners,Hilti,3621.82,3,149,73,12,5,0,1,5,5,No,211
2025-09-20,108,Garden Hose,Paint,Nippon,509.42,3,137,66,15,10,0,1,9,5,No,313
2025-09-08,105,PVC Pipe,Building Materials,Stanley,616.19,8,27,30,7,15,0,0,9,0,Yes,183
2025-01-11,108,Garden Hose,Electrical,Dulux,1302.23,6,151,27,7,0,0,1,1,5,No,59
2025-11-19,102,Screwdriver Set,Electrical,Makita,4932.61,17,18,22,9,0,1,0,11,2,Yes,252
2025-02-05,109,Safety Gloves,Tools,Nippon,3512.51,20,140,73,12,5,0,0,2,2,No,220
2025-04-05,101,Hammer,Gardening,Hilti,2919.51,20,294,43,12,15,0,1,4,5,No,66
2025-06-03,108,Garden Hose,Fasteners,3M,3491.16,2,6,77,7,5,0,0,6,1,Yes,204
2025-09-21,107,Cement Bag,Electrical,Bosch,2588.24,11,16,62,9,0,0,1,9,6,Yes,254
2025-03-29,106,LED Bulb,Building Materials,Hilti,438.32,2,116,62,10,0,0,1,3,5,No,184
2025-06-24,102,Screwdriver Set,Fasteners,Nippon,3474.29,4,155,28,7,0,0,0,6,1,No,55
2025-06-05,101,Hammer,Tools,Ingco,2724.72,2,117,60,14,0,0,0,6,3,No,303
2025-06-13,109,Safety Gloves,Paint,3M,2704.73,10,270,22,10,0,1,0,6,4,No,30
2025-11-12,103,Electric Drill,Paint,Nippon,165.5,19,145,70,9,15,0,0,11,2,No,125
2025-06-26,107,Cement Bag,Gardening,Bosch,1476.32,10,5,31,7,10,0,0,6,3,Yes,205
2025-03-21,105,PVC Pipe,Tools,Nippon,990.44,1,19,48,9,15,0,0,3,4,Yes,251
2025-05-28,107,Cement Bag,Tools,Nippon,2839.39,19,181,33,8,15,1,0,5,2,No,59
2025-02-25,106,LED Bulb,Tools,Nippon,1925.41,7,59,71,4,0,0,0,2,1,Yes,61
2025-07-25,109,Safety Gloves,Paint,Bosch,322.06,14,255,68,9,5,0,0,7,4,No,15
2025-06-07,101,Hammer,Building Materials,Nippon,1928.88,6,206,67,11,5,0,1,6,5,No,124
2025-07-05,106,LED Bulb,Fasteners,Ingco,425.67,17,294,51,13,15,0,1,7,5,No,96
2025-12-17,109,Safety Gloves,Tools,Bosch,2638.24,2,191,63,6,0,0,0,12,2,No,0
2025-11-04,102,Screwdriver Set,Safety Equipment,Dulux,3737.04,10,219,25,6,0,0,0,11,1,No,0
2025-12-16,101,Hammer,Tools,Nippon,3774.89,8,291,61,11,15,0,0,12,1,No,39
2025-03-21,104,Paint Bucket 5L,Gardening,Dulux,2936.15,3,169,32,11,0,0,0,3,4,No,161
2025-08-26,110,Nails Pack,Electrical,Hilti,3592.61,1,39,64,9,15,0,0,8,1,Yes,231
2025-06-10,101,Hammer,Tools,Nippon,1153.07,18,299,30,9,15,0,0,6,1,No,0
2025-03-11,108,Garden Hose,Safety Equipment,Makita,1020.81,10,145,51,9,0,0,0,3,1,No,125
2025-10-19,101,Hammer,Paint,Nippon,2212.33,14,194,57,10,15,0,1,10,6,No,106
2025-06-07,107,Cement Bag,Gardening,3M,3766.34,9,155,40,7,10,0,1,6,5,No,55
2025-10-18,104,Paint Bucket 5L,Safety Equipment,Stanley,3503.74,9,277,29,7,15,0,1,10,5,No,0
2025-04-08,101,Hammer,Gardening,Makita,3343.65,6,203,52,13,15,0,0,4,1,No,187
2025-06-11,109,Safety Gloves,Fasteners,Hilti,2218.5,10,119,65,7,15,0,0,6,2,No,91
2025-09-05,105,PVC Pipe,Electrical,Dulux,3367.55,19,103,32,15,15,0,0,9,4,No,347
2025-10-22,110,Nails Pack,Paint,Hilti,4144.54,6,181,57,14,15,0,0,10,2,No,239
2025-10-15,102,Screwdriver Set,Electrical,Bosch,565.1,13,162,50,12,5,0,0,10,2,No,198
2025-07-18,102,Screwdriver Set,Electrical,Stanley,297.72,8,186,40,9,5,0,0,7,4,No,84
2025-10-22,104,Paint Bucket 5L,Paint,3M,3940.32,8,290,41,11,15,0,0,10,2,No,40
2025-11-12,109,Safety Gloves,Safety Equipment,Bosch,170.47,2,182,34,13,10,0,0,11,2,No,208
2025-11-27,107,Cement Bag,Paint,Ingco,2607.02,10,24,23,9,15,0,0,11,3,No,246
2025-10-26,104,Paint Bucket 5L,Safety Equipment,Ingco,4954.33,17,73,62,13,15,0,1,10,6,No,317
2025-07-10,110,Nails Pack,Tools,Makita,2936.32,6,27,24,9,10,0,0,7,3,No,243
2025-05-14,103,Electric Drill,Tools,Ingco,3202.06,6,49,23,10,0,0,0,5,2,No,251
2025-08-29,106,LED Bulb,Fasteners,Stanley,4319.12,12,181,37,14,10,0,0,8,4,No,239
2025-09-17,105,PVC Pipe,Tools,Ingco,639.31,12,63,26,20,15,0,0,9,2,No,537
2025-11-06,102,Screwdriver Set,Plumbing,Makita,3036.58,17,92,65,9,0,1,0,11,3,No,178
2025-10-01,103,Electric Drill,Paint,Makita,931.67,14,267,59,11,5,0,0,10,2,No,63
2025-02-01,107,Cement Bag,Safety Equipment,Hilti,4033.77,19,183,45,18,10,0,1,2,5,No,357
2025-10-02,108,Garden Hose,Plumbing,3M,2069.25,10,229,21,6,5,0,0,10,3,No,0
2025-05-01,101,Hammer,Paint,Makita,4614.41,1,298,41,11,10,0,0,5,3,No,32
2025-07-02,102,Screwdriver Set,Gardening,Nippon,3542.94,14,208,39,4,10,0,0,7,2,No,0
2025-07-12,110,Nails Pack,Fasteners,Ingco,4416.77,13,6,35,14,10,0,1,7,5,Yes,414
2025-02-08,104,Paint Bucket 5L,Plumbing,Ingco,4328.68,9,180,42,14,0,0,1,2,5,No,240
2025-05-28,103,Electric Drill,Plumbing,Ingco,1503.95,9,221,65,10,10,0,0,5,2,No,79
2025-08-26,103,Electric Drill,Building Materials,Dulux,1742.87,15,10,53,16,10,0,0,8,1,Yes,470
2025-11-14,110,Nails Pack,Electrical,Nippon,448.07,16,275,69,7,10,0,0,11,4,No,0
2025-11-05,104,Paint Bucket 5L,Fasteners,Hilti,1415.95,17,83,22,5,0,0,0,11,2,No,67
2025-03-28,109,Safety Gloves,Building Materials,Nippon,4927.99,6,235,75,6,15,0,0,3,4,No,0
2025-07-23,110,Nails Pack,Fasteners,Makita,862.3,3,92,49,7,0,0,0,7,2,No,118
2025-08-11,106,LED Bulb,Paint,Stanley,200.55,13,124,32,13,10,0,0,8,0,No,266
2025-06-28,101,Hammer,Fasteners,Nippon,406.57,19,222,37,7,10,0,1,6,5,No,0
2025-01-20,103,Electric Drill,Building Materials,Stanley,1778.96,4,277,21,14,15,0,0,1,0,No,143
2025-04-05,109,Safety Gloves,Tools,3M,4163.64,4,189,24,12,15,0,1,4,5,No,171
2025-12-25,110,Nails Pack,Tools,Makita,2444.63,14,111,79,13,15,0,0,12,3,No,279
2025-12-07,109,Safety Gloves,Plumbing,Nippon,2490.39,5,105,72,5,5,0,1,12,6,No,45
2025-03-29,108,Garden Hose,Building Materials,3M,2151.18,9,175,37,10,0,0,1,3,5,No,125
2025-08-08,107,Cement Bag,Paint,Dulux,3369.34,14,166,32,8,0,0,0,8,4,No,74
2025-05-27,105,PVC Pipe,Building Materials,Ingco,4948.31,19,218,40,15,0,0,0,5,1,No,232
2025-09-12,110,Nails Pack,Paint,Dulux,2498.02,13,37,38,12,5,0,0,9,4,Yes,323
2025-10-20,101,Hammer,Fasteners,Makita,3324.6,7,186,44,6,5,0,0,10,0,No,0
2025-09-17,108,Garden Hose,Building Materials,3M,2617.87,9,76,76,13,10,0,0,9,2,No,314
2025-02-27,103,Electric Drill,Plumbing,Stanley,2613.2,6,38,27,14,15,0,0,2,3,No,382
2025-06-29,109,Safety Gloves,Fasteners,Dulux,1923.65,19,119,47,12,15,0,1,6,6,No,241
2025-01-12,101,Hammer,Electrical,Dulux,909.98,13,245,53,14,0,0,1,1,6,No,175
2025-08-14,106,LED Bulb,Building Materials,Bosch,4525.63,16,246,27,11,10,0,0,8,3,No,84
2025-10-22,105,PVC Pipe,Safety Equipment,Dulux,1918.73,11,255,78,13,5,0,0,10,2,No,135
2025-01-24,106,LED Bulb,Plumbing,Ingco,1753.65,6,189,71,12,10,0,0,1,4,No,171
2025-04-20,105,PVC Pipe,Tools,Ingco,3396.55,6,249,39,7,15,0,1,4,6,No,0
2025-10-01,101,Hammer,Building Materials,Ingco,1323.38,1,126,61,8,15,0,0,10,2,No,114
2025-02-05,107,Cement Bag,Safety Equipment,Ingco,3983.71,9,272,43,11,10,0,0,2,2,No,58
2025-10-31,108,Garden Hose,Electrical,Nippon,2482.04,19,173,27,15,15,0,0,10,4,No,277
2025-02-27,103,Electric Drill,Gardening,Bosch,1116.95,6,188,35,10,0,0,0,2,3,No,112
2025-04-02,105,PVC Pipe,Electrical,Ingco,3114.74,6,285,58,13,15,0,0,4,2,No,105
2025-02-20,102,Screwdriver Set,Tools,Bosch,4682.34,17,268,62,9,5,0,0,2,3,No,2
2025-02-23,101,Hammer,Gardening,3M,249.27,3,115,34,7,0,0,1,2,6,No,95
2025-08-13,101,Hammer,Building Materials,Hilti,4561.97,7,179,49,10,10,0,0,8,2,No,121
2025-05-21,108,Garden Hose,Electrical,3M,2800.68,15,0,63,9,15,0,0,5,2,Yes,270
2025-07-30,106,LED Bulb,Tools,3M,222.36,9,270,31,9,5,0,0,7,2,No,0
2025-07-27,103,Electric Drill,Fasteners,3M,3650.53,6,71,46,5,15,0,1,7,6,No,79
2025-05-04,101,Hammer,Plumbing,Stanley,950.13,14,189,70,9,15,0,1,5,6,No,81
2025-12-07,109,Safety Gloves,Building Materials,Bosch,3778.77,11,220,40,6,15,0,1,12,6,No,0
2025-06-30,102,Screwdriver Set,Safety Equipment,Nippon,2872.33,13,101,56,16,10,0,0,6,0,No,379
2025-10-11,104,Paint Bucket 5L,Paint,Dulux,3772.19,6,226,70,9,0,0,1,10,5,No,44
2025-08-04,108,Garden Hose,Safety Equipment,3M,1790.91,13,146,75,8,10,0,0,8,0,No,94
2025-07-18,104,Paint Bucket 5L,Paint,Ingco,1655.99,5,217,68,14,5,0,0,7,4,No,203
2025-12-24,107,Cement Bag,Plumbing,Bosch,1479.92,3,287,36,18,10,0,0,12,2,No,253
2025-12-26,105,PVC Pipe,Safety Equipment,Bosch,3560.61,13,183,78,8,10,0,0,12,4,No,57
2025-01-18,103,Electric Drill,Gardening,Bosch,4262.72,16,136,66,16,0,0,1,1,5,No,344
2025-12-05,101,Hammer,Fasteners,Hilti,897.68,20,141,64,11,10,0,0,12,4,No,189
2025-02-15,107,Cement Bag,Electrical,Ingco,2288.9,5,117,61,10,15,0,1,2,5,No,183
2025-09-05,105,PVC Pipe,Building Materials,Makita,4533.36,16,210,22,11,15,0,0,9,4,No,120
2025-09-07,105,PVC Pipe,Building Materials,Nippon,1541.91,17,104,72,13,0,0,1,9,6,No,286
2025-10-13,103,Electric Drill,Tools,Makita,1322.35,5,131,42,9,15,1,0,10,0,No,139
2025-02-11,105,PVC Pipe,Plumbing,Ingco,1564.4,12,65,49,5,10,0,0,2,1,No,85
2025-09-22,105,PVC Pipe,Electrical,Stanley,4707.08,6,293,34,13,15,0,0,9,0,No,97
2025-05-05,109,Safety Gloves,Paint,Makita,4754.51,13,24,40,6,15,0,0,5,0,Yes,156
2025-05-23,109,Safety Gloves,Tools,Bosch,2959.66,17,111,63,9,15,0,0,5,4,No,159
2025-07-22,103,Electric Drill,Electrical,Ingco,3691.7,13,150,22,13,15,0,0,7,1,No,240
2025-11-19,104,Paint Bucket 5L,Plumbing,Makita,2113.2,5,191,24,5,10,0,0,11,2,No,0
2025-09-06,105,PVC Pipe,Plumbing,3M,583.81,5,236,57,4,15,0,1,9,5,No,0
2025-12-10,107,Cement Bag,Fasteners,Makita,1152.01,17,187,70,4,0,0,0,12,2,No,0
2025-10-25,102,Screwdriver Set,Paint,Stanley,3327.72,20,89,32,10,10,0,1,10,5,No,211
2025-02-14,103,Electric Drill,Paint,Nippon,2883.07,15,246,50,9,10,0,0,2,4,No,24
2025-10-18,108,Garden Hose,Safety Equipment,Hilti,358.55,18,39,56,12,0,0,1,10,5,Yes,321
2025-12-18,104,Paint Bucket 5L,Paint,Stanley,3108.45,4,181,61,7,5,0,0,12,3,No,29
2025-07-13,108,Garden Hose,Paint,3M,4135.41,11,207,27,13,0,0,1,7,6,No,183
2025-11-08,106,LED Bulb,Gardening,Dulux,875.69,4,162,65,9,5,0,1,11,5,No,108
2025-12-28,107,Cement Bag,Building Materials,3M,995.09,6,282,32,6,10,0,1,12,6,No,0
2025-12-22,107,Cement Bag,Gardening,Stanley,2349.71,13,25,66,12,10,0,0,12,0,Yes,335
2025-08-21,106,LED Bulb,Gardening,Dulux,2430.42,20,241,37,9,0,0,0,8,3,No,29
2025-02-21,107,Cement Bag,Safety Equipment,Makita,1727.34,14,18,62,7,10,0,0,2,4,Yes,192
2025-04-03,109,Safety Gloves,Safety Equipment,Bosch,315.8,4,99,54,12,15,0,0,4,3,No,261
2025-07-05,102,Screwdriver Set,Electrical,Hilti,2075.72,13,49,20,11,0,0,1,7,5,No,281
2025-05-28,103,Electric Drill,Paint,Bosch,2276.16,1,127,33,12,0,0,0,5,2,No,233
2025-01-12,101,Hammer,Tools,Nippon,1462.69,8,295,78,7,5,0,1,1,6,No,0
2025-10-06,107,Cement Bag,Safety Equipment,Bosch,242.86,14,283,51,15,5,0,0,10,0,No,167
2025-03-17,106,LED Bulb,Plumbing,Makita,4408.72,4,279,34,10,5,0,0,3,0,No,21
2025-04-17,103,Electric Drill,Paint,3M,3684.28,15,263,26,18,5,0,0,4,3,No,277
2025-03-21,105,PVC Pipe,Plumbing,Hilti,4678.09,5,285,29,15,10,0,0,3,4,No,165
2025-04-12,108,Garden Hose,Tools,Hilti,1642.65,20,172,42,9,15,0,1,4,5,No,98
2025-06-12,103,Electric Drill,Electrical,Stanley,4181.36,18,107,23,10,10,1,0,6,3,No,193
2025-04-14,102,Screwdriver Set,Fasteners,Nippon,3863.83,18,270,59,10,15,0,0,4,0,No,30
2025-03-08,104,Paint Bucket 5L,Safety Equipment,Dulux,2782.61,18,5,67,8,5,0,1,3,5,Yes,235
2025-08-24,101,Hammer,Electrical,Stanley,4433.34,1,298,36,11,0,0,1,8,6,No,32
2025-09-22,104,Paint Bucket 5L,Building Materials,Hilti,3513.81,11,213,75,8,0,0,0,9,0,No,27
2025-01-15,105,PVC Pipe,Tools,Dulux,4046.61,5,246,30,17,5,0,0,1,2,No,264
2025-05-02,104,Paint Bucket 5L,Plumbing,Ingco,2326.58,9,17,68,7,0,0,0,5,4,Yes,193
2025-07-21,110,Nails Pack,Tools,Hilti,1592.01,12,124,66,7,0,0,0,7,0,No,86
2025-11-27,106,LED Bulb,Plumbing,Stanley,2157.26,1,247,67,13,0,1,0,11,3,No,143
2025-07-31,110,Nails Pack,Building Materials,Hilti,2267.04,4,126,60,12,5,0,0,7,3,No,234
2025-08-08,103,Electric Drill,Gardening,Makita,356.72,1,265,54,6,15,0,0,8,4,No,0
2025-10-28,102,Screwdriver Set,Tools,Bosch,1251.47,20,63,21,8,5,0,0,10,1,No,177
2025-03-24,109,Safety Gloves,Tools,Makita,4639.67,13,271,68,9,15,0,0,3,0,No,0
